Produto,Unidade,UF,Ano,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Grupo,Subgrupo
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,RS,2024,"38.443,00","38.443,00","38.443,00","0,00","38.443,00","0,00","40.386,16","0,00","43.313,81","0,00","43.313,81","0,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,PR,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","27.500,00","0,00","0,00","0,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,MG,2024,"40.000,00","0,00","40.000,00","0,00","41.200,00","0,00","43.000,00","0,00","40.000,00","0,00","40.000,00","0,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,TO,2024,"29.000,00","29.000,00","29.000,00","0,00","29.000,00","0,00","29.000,00","29.000,00","29.000,00","29.000,00","29.000,00","0,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, KHOR, COLUMBIA CROSS",UN,BA,2024,"39.300,00","39.300,00","39.300,00","39.300,00","40.000,00","0,00","35.000,00","0,00","35.000,00","0,00","37.000,00","0,00",Implemento,Mecânico
LÂMINA,UN,AM,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","35,00","35,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, 2,5 METROS, TRASEIRA",UN,SC,2024,"0,00","0,00","10.000,00","0,00","0,00","0,00","0,00","0,00","10.000,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, 2 METROS, TRASEIRA",UN,SC,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","9.500,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, FACÃO",UN,AM,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","70,00","70,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, FACÃO",UN,GO,2024,"0,00","0,00","50.700,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, TÁBUA DE ALISAMENTO (MADEIRA)",UN,SC,2024,"0,00","0,00","4.000,00","0,00","0,00","0,00","0,00","0,00","2.000,00","0,00","0,00","0,00",Implemento,Mecânico
MISTURADOR DE SEMENTES,UN,MT,2024,"0,00","0,00","31.789,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","32.536,00","0,00",Implemento,Mecânico
NÍVEL LASER,HA,RS,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","105,74","0,00","0,00","0,00",Implemento,Mecânico
NÍVEL LASER,UN,RS,2024,"64.538,50","55.000,00","55.000,00","0,00","55.000,00","0,00","57.750,00","0,00","62.370,00","0,00","62.370,00","0,00",Implemento,Mecânico
PERFURADOR DE SOLO,UN,RS,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","7.900,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, TÁBUA DE ALISAMENTO (MADEIRA)",UN,SC,2020,"0,00","0,00","2.950,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
MISTURADOR DE SEMENTES,UN,MT,2020,"0,00","0,00","25.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","27.500,00","0,00",Implemento,Mecânico
NÍVEL LASER,UN,RS,2020,"34.761,00","34.761,00","34.761,00","34.761,00","34.761,00","34.761,00","34.761,00","25.000,00","25.000,00","25.000,00","25.000,00","25.000,00",Implemento,Mecânico
"NÍVEL LASER, TRIMBLE-SPECTRA PRECISION - USA, FCB 078BB",UN,RR,2020,"35.000,00","0,00","0,00","0,00","35.000,00","35.000,00","35.000,00","35.000,00","35.000,00","35.000,00","35.000,00","35.000,00",Implemento,Mecânico
"NÍVEL LASER, TRIMBLE-SPECTRA PRECISION - USA, HV 401, EQUIPAMENTO P/ CURVA DE NÍVEL / RECEPTOR LP 410/ DISPLAY D2/ INCLUINDO TRIPÉ E KIT TRATOR)",UN,MS,2020,"36.000,00","36.000,00","36.000,00","36.000,00","36.000,00","36.000,00","36.000,00","36.000,00","36.000,00","36.000,00","36.000,00","36.000,00",Implemento,Mecânico
"PLAINA, 03 BICOS",UN,RS,2020,"58.250,00","58.250,00","58.250,00","58.250,00","58.250,00","58.250,00","58.250,00","58.250,00","58.250,00","58.250,00","58.250,00","58.250,00",Implemento,Mecânico
"PLAINA, 03 LÂMINAS - 5 M",UN,RS,2020,"46.660,00","46.660,00","46.660,00","46.660,00","46.660,00","46.660,00","46.660,00","46.660,00","46.660,00","46.660,00","46.660,00","46.660,00",Implemento,Mecânico
"PLAINA, 1,7 M DE LARGURA",UN,SP,2020,"0,00","0,00","26.000,00","26.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
PLAINA AGRÍCOLA DIANTEIRA,UN,SP,2020,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","16.000,00","0,00",Implemento,Mecânico
PLAINA AGRÍCOLA DIANTEIRA,UN,ES,2020,"28.500,00","0,00","28.500,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","28.500,00","28.500,00",Implemento,Mecânico
"PLAINA AGRÍCOLA DIANTEIRA, 1000 KG",UN,TO,2020,"28.000,00","28.000,00","25.000,00","25.000,00","25.000,00","25.600,00","25.600,00","0,00","25.600,00","25.600,00","25.650,00","25.630,00",Implemento,Mecânico
"PLAINA AGRÍCOLA DIANTEIRA, 1000 KG",UN,GO,2020,"33.000,00","30.000,00","30.000,00","30.000,00","30.000,00","30.000,00","30.000,00","30.000,00","30.000,00","30.000,00","30.000,00","31.000,00",Implemento,Mecânico
"PLAINA AGRÍCOLA DIANTEIRA, 2.000 KG",UN,DF,2020,"190.000,00","190.000,00","190.000,00","190.000,00","190.000,00","190.000,00","30.000,00","30.000,00","30.000,00","30.000,00","30.000,00","30.000,00",Implemento,Mecânico
"PLAINA AGRÍCOLA DIANTEIRA, STARA, DVP K80P, 01 LÂMINA - 3 M DE LARGURA",UN,RR,2020,"35.000,00","35.000,00","35.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
PLAINA NIVELADORA MULTILÂMINAS,UN,MS,2020,"74.000,00","74.000,00","74.000,00","74.000,00","74.000,00","74.000,00","74.000,00","74.000,00","74.000,00","74.000,00","74.000,00","74.000,00",Implemento,Mecânico
GUINCHO FRONTAL,UN,MG,2021,"15.000,00","15.000,00","18.000,00","26.000,00","0,00","0,00","0,00","0,00","0,00","0,00","19.840,50","0,00",Implemento,Mecânico
GUINCHO HIDRÁULICO TRASEIRO,UN,MS,2021,"18.000,00","18.000,00","18.000,00","18.000,00","20.000,00","20.000,00","20.000,00","20.000,00","20.000,00","34.500,00","36.000,00","36.000,00",Implemento,Mecânico
GUINCHO HIDRÁULICO TRASEIRO,UN,MG,2021,"0,00","0,00","0,00","0,00","21.780,00","21.780,00","21.780,00","27.000,00","35.000,00","35.000,00","35.000,00","35.000,00",Implemento,Mecânico
GUINCHO HIDRÁULICO TRASEIRO,UN,PR,2021,"0,00","0,00","21.000,00","0,00","0,00","0,00","0,00","0,00","45.000,00","0,00","0,00","0,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 1000 KG",UN,PR,2021,"15.000,00","15.000,00","23.000,00","23.000,00","23.000,00","8.500,00","8.500,00","8.500,00","12.000,00","12.000,00","12.000,00","30.000,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,SP,2021,"19.000,00","19.000,00","19.000,00","19.000,00","19.000,00","19.000,00","19.000,00","19.000,00","19.000,00","32.500,00","32.500,00","32.500,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,MG,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","43.000,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,MT,2021,"19.438,65","19.438,65","21.381,80","21.381,80","21.381,80","21.381,80","21.903,66","22.000,00","22.000,00","22.000,00","22.000,00","22.000,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,RS,2021,"19.970,00","19.970,00","25.177,50","28.236,67","28.236,67","29.648,33","29.045,00","29.045,00","29.045,00","32.541,33","28.406,00","32.997,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, KHOR, COLUMBIA CROSS",UN,BA,2021,"16.300,00","16.300,00","16.300,00","16.300,00","16.300,00","16.300,00","16.300,00","17.000,00","17.000,00","17.000,00","17.000,00","35.500,00",Implemento,Mecânico
LÂMINA,UN,SC,2021,"0,00","0,00","3.700,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.500,00","0,00",Implemento,Mecânico
LÂMINA,UN,AM,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","30,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, 2,5 METROS, TRASEIRA",UN,SC,2021,"0,00","0,00","7.900,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, 2,5 METROS, TRASEIRA",UN,SP,2021,"0,00","0,00","3.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, 2 METROS, TRASEIRA",UN,SC,2021,"0,00","0,00","9.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
GUINCHO HIDRÁULICO TRASEIRO,UN,MS,2022,"36.000,00","36.000,00","40.000,00","40.000,00","40.000,00","40.000,00","40.000,00","40.000,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
GUINCHO HIDRÁULICO TRASEIRO,UN,PR,2022,"0,00","0,00","32.400,00","0,00","0,00","0,00","0,00","0,00","32.000,00","32.000,00","32.000,00","32.000,00",Implemento,Mecânico
GUINCHO HIDRÁULICO TRASEIRO,UN,MG,2022,"35.000,00","35.000,00","35.000,00","35.000,00","35.000,00","35.000,00","35.000,00","35.000,00","35.000,00","35.000,00","35.000,00","35.000,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 1000 KG",UN,PR,2022,"25.000,00","25.000,00","35.000,00","35.000,00","35.000,00","35.000,00","35.000,00","35.000,00","40.000,00","40.000,00","40.000,00","28.000,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,RS,2022,"30.762,50","36.666,67","28.890,00","31.362,50","30.862,50","31.375,00","32.625,00","32.750,00","31.000,00","34.250,00","34.750,00","36.250,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,MT,2022,"22.000,00","22.000,00","22.000,00","22.000,00","22.000,00","22.000,00","22.000,00","22.000,00","22.000,00","22.000,00","22.000,00","22.000,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,PR,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","19.000,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,TO,2022,"0,00","0,00","0,00","0,00","45.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,MG,2022,"0,00","0,00","43.000,00","43.000,00","43.000,00","43.000,00","43.000,00","43.000,00","43.000,00","43.000,00","43.000,00","43.000,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,SP,2022,"37.000,00","37.000,00","37.000,00","37.000,00","37.000,00","34.500,00","34.500,00","0,00","37.000,00","37.000,00","35.000,00","37.000,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, KHOR, COLUMBIA CROSS",UN,BA,2022,"0,00","35.500,00","35.500,00","35.500,00","35.500,00","38.000,00","38.000,00","38.000,00","38.000,00","38.000,00","38.000,00","38.000,00",Implemento,Mecânico
LÂMINA,UN,SC,2022,"0,00","0,00","4.500,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5.100,00","0,00",Implemento,Mecânico
LÂMINA,UN,AM,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","30,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, 2,5 METROS, TRASEIRA",UN,SC,2022,"0,00","0,00","10.500,00","0,00","0,00","0,00","0,00","0,00","12.200,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, 2,5 METROS, TRASEIRA",UN,SP,2022,"0,00","0,00","4.500,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,TO,2023,"0,00","0,00","45.000,00","0,00","25.000,00","27.000,00","25.000,00","26.000,00","25.000,00","25.000,00","27.500,00","28.000,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, 2000 KG",UN,SP,2023,"37.000,00","0,00","37.000,00","37.000,00","37.000,00","30.350,00","30.350,00","30.350,00","26.000,00","26.000,00","36.000,00","0,00",Implemento,Mecânico
"GUINCHO HIDRÁULICO TRASEIRO, KHOR, COLUMBIA CROSS",UN,BA,2023,"38.000,00","39.000,00","40.000,00","40.000,00","37.600,00","37.600,00","36.000,00","36.000,00","37.500,00","37.500,00","39.000,00","39.000,00",Implemento,Mecânico
LÂMINA,UN,SC,2023,"0,00","0,00","5.600,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
LÂMINA,UN,AM,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","45,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, 2,5 METROS, TRASEIRA",UN,SP,2023,"0,00","0,00","4.500,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, 2,5 METROS, TRASEIRA",UN,SC,2023,"0,00","0,00","12.000,00","0,00","0,00","0,00","0,00","0,00","11.500,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, 2 METROS, TRASEIRA",UN,SC,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","9.000,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, FACÃO",UN,AM,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","75,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, FACÃO",UN,GO,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","50.000,00","0,00",Implemento,Mecânico
"LÂMINA, (FACÃO GAUCHO)",UN,RS,2023,"0,00","0,00","3.100,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, TÁBUA DE ALISAMENTO (MADEIRA)",UN,SC,2023,"0,00","0,00","8.000,00","0,00","0,00","0,00","0,00","0,00","9.000,00","0,00","0,00","0,00",Implemento,Mecânico
MISTURADOR DE SEMENTES,UN,MT,2023,"0,00","0,00","30.421,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","31.789,00","0,00",Implemento,Mecânico
NÍVEL LASER,UN,RS,2023,"82.000,00","82.000,00","67.000,00","82.000,00","82.000,00","80.000,00","78.720,00","63.184,00","64.538,50","74.077,00","64.538,50","64.538,50",Implemento,Mecânico
NÍVEL LASER,H,RS,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"PLAINA, 01 LÂMINA - 05 METROS, NIVELADORA",UN,SC,2024,"0,00","0,00","0,00","0,00","0,00","15.000,00","0,00","0,00","15.000,00","0,00","0,00","0,00",Implemento,Mecânico
"PLAINA, 03 BICOS",UN,RS,2024,"69.713,95","69.713,95","69.713,95","0,00","69.713,95","0,00","73.199,80","0,00","79.055,63","0,00","79.055,63","0,00",Implemento,Mecânico
"PLAINA, 03 LÂMINAS - 5 M",UN,RS,2024,"106.584,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"PLAINA, 1,7 M DE LARGURA",UN,SP,2024,"0,00","0,00","5.500,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
PLAINA AGRÍCOLA DIANTEIRA,UN,ES,2024,"0,00","0,00","65.000,00","0,00","0,00","0,00","0,00","0,00","0,00","65.000,00","0,00","0,00",Implemento,Mecânico
PLAINA AGRÍCOLA DIANTEIRA,UN,SP,2024,"0,00","0,00","12.450,00","0,00","0,00","0,00","0,00","0,00","0,00","15.000,00","0,00","0,00",Implemento,Mecânico
"PLAINA AGRÍCOLA DIANTEIRA, 1000 KG",UN,GO,2024,"33.000,00","33.000,00","40.000,00","0,00","40.000,00","0,00","40.000,00","0,00","43.000,00","0,00","43.000,00","0,00",Implemento,Mecânico
"PLAINA AGRÍCOLA DIANTEIRA, 1000 KG",UN,TO,2024,"32.000,00","32.000,00","32.000,00","0,00","30.000,00","0,00","30.000,00","30.000,00","30.000,00","30.000,00","33.000,00","0,00",Implemento,Mecânico
"PLAINA AGRÍCOLA DIANTEIRA, 2.000 KG",UN,DF,2024,"44.000,00","70.000,00","70.000,00","0,00","70.000,00","0,00","70.000,00","0,00","75.000,00","0,00","75.000,00","0,00",Implemento,Mecânico
"PLAINA AGRÍCOLA DIANTEIRA, 300 KG",UN,SP,2024,"0,00","0,00","31.900,00","0,00","0,00","0,00","0,00","0,00","0,00","30.875,00","0,00","0,00",Implemento,Mecânico
PLAINA NIVELADORA MULTILÂMINAS,UN,TO,2024,"75.000,00","70.000,00","70.000,00","0,00","71.000,00","0,00","71.000,00","71.000,00","71.000,00","71.000,00","69.000,00","0,00",Implemento,Mecânico
"PLAINA NIVELADORA MULTILÂMINAS, AGRIMEC AGRO INDUSTRIAL E MECÂNICA LTDA, HT SS1000, 03 LÂMINAS",UN,RS,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","92.327,93","0,00","0,00","0,00",Implemento,Mecânico
"PLAINA NIVELADORA MULTILÂMINAS, AGRIMEC AGRO INDUSTRIAL E MECÂNICA LTDA, HT SS1000, 480",UN,RS,2024,"0,00","170.000,00","170.000,00","0,00","170.000,00","0,00","178.500,00","0,00","192.780,00","0,00","192.780,00","0,00",Implemento,Mecânico
"PLANTADEIRA, 17 LINHAS",UN,SC,2024,"0,00","0,00","182.456,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"PLANTADEIRA, 17 LINHAS",UN,RS,2024,"235.000,00","235.000,00","235.000,00","0,00","235.000,00","0,00","246.750,00","0,00","259.087,00","0,00","259.087,00","0,00",Implemento,Mecânico
"PLAINA NIVELADORA MULTILÂMINAS, AGRIMEC AGRO INDUSTRIAL E MECÂNICA LTDA, HT SS1000, 03 LÂMINAS",UN,RS,2020,"42.000,00","42.000,00","42.000,00","42.000,00","42.000,00","42.000,00","42.000,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"PLAINA NIVELADORA MULTILÂMINAS, AGRIMEC AGRO INDUSTRIAL E MECÂNICA LTDA, HT SS1000, 480",UN,RR,2020,"65.000,00","0,00","0,00","0,00","65.000,00","65.000,00","65.000,00","65.000,00","65.000,00","65.000,00","65.000,00","65.000,00",Implemento,Mecânico
"PLANTADEIRA, 17 LINHAS",UN,SC,2020,"0,00","0,00","60.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"PLANTADEIRA, 17 LINHAS",UN,BA,2020,"230.000,00","230.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"PLANTADEIRA E ADUBADEIRA, 02 LINHAS, PARA MANDIOCA",UN,PR,2020,"20.000,00","0,00","19.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"PLANTADEIRA E ADUBADEIRA, 04 LINHAS, PARA TRATOR",UN,GO,2020,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","18.000,00","0,00",Implemento,Mecânico
"PLANTADEIRA E ADUBADEIRA, 04 LINHAS - PLANTIO CONVENCIONAL",UN,SP,2020,"0,00","0,00","20.000,00","20.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"PLANTADEIRA E ADUBADEIRA, 04 LINHAS - PLANTIO CONVENCIONAL",UN,MG,2020,"0,00","0,00","26.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"PLANTADEIRA E ADUBADEIRA, 07 LINHAS - PLANTIO DIRETO",UN,RS,2020,"0,00","0,00","62.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"PLANTADEIRA E ADUBADEIRA, 07 LINHAS - PLANTIO DIRETO",UN,SP,2020,"60.836,11","85.000,00","85.000,00","85.000,00","85.000,00","75.000,00","75.000,00","75.000,00","90.000,00","90.000,00","90.000,00","90.000,00",Implemento,Mecânico
"PLANTADEIRA E ADUBADEIRA, 07 LINHAS - PLANTIO DIRETO",UN,SC,2020,"0,00","0,00","52.600,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"PLANTADEIRA E ADUBADEIRA, 07 LINHAS - PLANTIO DIRETO",UN,PR,2020,"0,00","0,00","85.138,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"PLANTADEIRA E ADUBADEIRA, 09 LINHAS - PLANTIO DIRETO",UN,PR,2020,"104.541,00","104.541,00","121.819,58","122.039,17","122.039,17","122.039,17","122.039,17","122.039,17","122.039,17","122.039,17","125.000,00","125.000,00",Implemento,Mecânico
"PLANTADEIRA E ADUBADEIRA, 09 LINHAS - PLANTIO DIRETO, SEMEATO, SSM 23",UN,RS,2020,"98.600,00","98.600,00","98.600,00","98.600,00","98.600,00","98.600,00","98.600,00","98.600,00","98.600,00","98.600,00","98.600,00","98.600,00",Implemento,Mecânico
"PLANTADEIRA E ADUBADEIRA, 09 LINHAS - PLANTIO DIRETO, SEMEATO, SSM 23",UN,PR,2020,"110.000,00","0,00","110.000,00","110.000,00","110.000,00","110.000,00","110.000,00","100.000,00","100.000,00","100.000,00","127.250,00","127.250,00",Implemento,Mecânico
"LÂMINA, FACÃO",UN,AM,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","60,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, FACÃO",UN,PI,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","34,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, FACÃO",UN,GO,2021,"50.000,00","50.000,00","50.000,00","50.000,00","50.000,00","50.000,00","50.000,00","50.000,00","50.000,00","50.000,00","50.000,00","50.000,00",Implemento,Mecânico
"LÂMINA, (FACÃO GAUCHO)",UN,RS,2021,"0,00","0,00","2.750,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3.100,00","0,00",Implemento,Mecânico
"LÂMINA, TÁBUA DE ALISAMENTO (MADEIRA)",UN,SC,2021,"0,00","0,00","3.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
MISTURADOR DE SEMENTES,UN,MT,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","25.600,00","0,00",Implemento,Mecânico
NÍVEL LASER,UN,RS,2021,"25.000,00","30.000,00","52.261,00","60.000,00","60.000,00","63.000,00","63.000,00","63.000,00","63.000,00","69.300,00","69.300,00","69.350,00",Implemento,Mecânico
"NÍVEL LASER, TRIMBLE-SPECTRA PRECISION - USA, FCB 078BB",UN,RR,2021,"35.000,00","35.000,00","35.000,00","35.000,00","35.000,00","0,00","0,00","0,00","0,00","35.000,00","35.000,00","35.000,00",Implemento,Mecânico
"NÍVEL LASER, TRIMBLE-SPECTRA PRECISION - USA, HV 401, EQUIPAMENTO P/ CURVA DE NÍVEL / RECEPTOR LP 410/ DISPLAY D2/ INCLUINDO TRIPÉ E KIT TRATOR)",UN,MS,2021,"36.000,00","36.000,00","36.000,00","36.000,00","38.000,00","38.000,00","38.000,00","38.000,00","38.000,00","40.000,00","47.000,00","53.000,00",Implemento,Mecânico
"PERFURADOR DE SOLO, TATU, MF 8780",H/MAQ,SP,2021,"0,00","0,00","7.100,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"PLAINA, 03 BICOS",UN,RS,2021,"58.250,00","58.250,00","63.162,50","63.162,50","63.162,50","66.320,50","66.320,50","66.320,50","66.320,50","72.952,50","72.952,50","74.825,00",Implemento,Mecânico
"PLAINA, 03 LÂMINAS - 5 M",UN,RS,2021,"46.660,00","46.660,00","93.320,00","93.320,00","93.320,00","97.986,00","97.986,00","97.986,00","97.986,00","107.784,00","107.784,00","107.785,00",Implemento,Mecânico
"PLAINA, 1,7 M DE LARGURA",UN,SP,2021,"0,00","0,00","8.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
PLAINA AGRÍCOLA DIANTEIRA,UN,ES,2021,"0,00","0,00","35.500,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","35.500,00","0,00",Implemento,Mecânico
PLAINA AGRÍCOLA DIANTEIRA,UN,SP,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","25.300,00","0,00",Implemento,Mecânico
"LÂMINA, 2 METROS, TRASEIRA",UN,SC,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","11.200,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, FACÃO",UN,GO,2022,"50.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","50.000,00","0,00",Implemento,Mecânico
"LÂMINA, FACÃO",UN,PI,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","36,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, FACÃO",UN,AM,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","60,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
"LÂMINA, (FACÃO GAUCHO)",UN,RS,2022,"0,00","0,00","3.100,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3.100,00","0,00",Implemento,Mecânico
"LÂMINA, TÁBUA DE ALISAMENTO (MADEIRA)",UN,SC,2022,"0,00","0,00","4.000,00","0,00","0,00","0,00","0,00","0,00","6.000,00","0,00","0,00","0,00",Implemento,Mecânico
MISTURADOR DE SEMENTES,UN,MT,2022,"0,00","0,00","27.520,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","28.720,00","0,00",Implemento,Mecânico
NÍVEL LASER,UN,RS,2022,"72.000,00","73.000,00","62.000,00","75.000,00","74.000,00","74.000,00","75.000,00","77.000,00","65.000,00","80.000,00","80.000,00","80.000,00",Implemento,Mecânico
"NÍVEL LASER, TRIMBLE-SPECTRA PRECISION - USA, FCB 078BB",UN,RR,2022,"35.000,00","35.000,00","35.000,00","35.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Mecânico
